Comment;Statement/No statement;;;;;
;;;;;;
Man muss nicht alles okay finden, aber Hate ist absolut nicht in Ordnung. Du kannst deine Meinung auch in einem angemessenen Ton drüber bringen, statt wahllos zu beleidigen. Sowas nehmen wir nicht erst. Konstruktiv sieht anders aus.;0;;;;;
@reporter nicht in Ordnung?<br>Das ist nicht so gedacht das man so ein Müll mit sich macht!;0;;;;;
Jeder Mensch hat das Recht oder sollte zumindest das Recht haben, über den eigenen Körper selbst zu bestimmen.;1;;;;;
"@reporterdas ist nicht wahlos beleidigen das ist ernstgemeint aber du der nicht einmal checkt was für ein müll du da hochlädst (ok ich habe deine anderen Videos nicht angeguckt vielleicht sind die ja gut) denkt das das was dieser Pitti oder so da macht gut ist. I habe ja nicht viel dagegen wenn man mal ein Ohring oder ein Tatoo sich stechen lässt finde ich zwar auch nicht gut aber lass ich noch durgehen aber wenn man seinen pimmel abschneiden lässt und irgendwie nach innen nähen lässt oder so, das ist nicht nur dumm sonder das ist sogar nch dazu übelst unnötig und unlogisch denn, du kannst ja damit nicht mehr viel machen, du kannst keine Kinder bekommen und du kannst auch keine Kinder machen, das ist nur zum Spaß gedacht und wenn er mal älter ist sagen wir mal 60 oder 70 ist der entweder ein Junky der sich jeden Tag Drogen spritzt oder er ist depressiv geworden weil er berreut das er diesen Fehler gemacht hat und ich denke das er zu 99,9999% kein Freund oder keine Freundin finden wird. und wenn du jetzt immernoch denkst das das gut ist und das was ich geschrieben habe einfach nur völliger unsinn ist dann solltest du mal auf dein leben klar kommen weil ich hier nicht wahllos beleidigt habe sondern ich habe meine wertvolle Lebenszeit verbracht dir zu erklähren warum das dumm ist was du da hochgeladen hast! &gt;:-|";1;;;;;
@Lozock HD Vielleicht solltest du erstmal über dich und dein Verhalten nachdenken. Du kennst mich nicht und hast somit kein Recht über mich zuurteilen und Vermutungen aufzustellen, wie ich mein späteres Leben leben werde. Ich bin diesen Schritt aus gutem Grund gegangen und habe über alle Eventualitäten nachgedacht. Du musst es nicht verstehen oder gut finden, akzeptier es einfach, denn du kannst nichts daran ändern. Und btw bringt es null, sich für etwas zu entschuldigen, wenn man im nächsten Atemzug dann schon wieder genauso beleidigend wird, wie vorher.;0;;;;;
@Patti-Saoirse dann schreib nicht;0;;;;;
@Patti-Saoirsenerv mich nicht mit deinem gelaber;0;;;;;
Lozock HD Schade dass du das nicht akzeptieren kann.....du kannst eh nichts dran ändern und warum denkst du so negativ über die Zukunft nach? Ich glaub du kannst nicht nachvollziehen, wie es ist, Transsexuell zu sein.....;1;;;;;
@Zombi 3000 warum sollte ich es akzeptieren wenn es komplett unnötig ist man kann nur Kinder bekommen wenn man sie adoptiert und der ganze Tranzsexuel oder so ist also nur zum Spaß gedacht also wozu das ganze? Änder will ich auch nichts immerhin ist das ja sein Leben;1;;;;;
Will ich nicht;0;;;;;
Die Krankenkasse macht das nicht mit der muss das selber bezahlen;0;;;;;
@Lozock HD die Krankenkasse übernimmt diese Kosten;0;;;;;
Hoffe die bezahlen den Schwachsinn nicht;0;;;;;
@Shyvana_x3 Armes kind du;0;;;;;
@Shyvana_x3 genau.  Und wenn dich früher einer hässlich genannt hat, dann waren sie nur neidisch auf dich, ja? Hat dir das deine Mami so beigebracht? 😅Leute, nicht immer alles so ernst nehmen! Sie hat doch gesagt sie will den Pimmel nicht mehr, alles gut.;1;;;;;
@Shyvana_x3 omg hahhahhahahahahahahahahahahahahaha omg OK genug Internet für heute;0;;;;;
Danke dir 😊;0;;;;;
@salvo musst du ja auch nicht🤷🏻;0;;;;;
Danke dir 😊;0;;;;;
"Lena HD <br>hatte eine bekannte von mir auch; ist eine augenkrankheit bei ihr gewesen, aber nichts schlimmes :) <br>glaube bei patti ist das das gleiche, bin mir aber nicht sicher";0;;;;;
Paul-Max Riese *sie;0;;;;;
@Koukz ok...;0;;;;;
@Alex Satanic Katzen werden auch eingeschläfert, wenn man die Operation nicht zahlen kann.;0;;;;;
Hast du überhaupt eine Ahnung von Geschlechtsdysphorie?;1;;;;;
@Lulian Julius Wassbach Ich werde gewiss nicht mit Linken Idioten darüber diskutieren.;0;;;;;
@Koukz Also hast du keine Ahnung;0;;;;;
@Koukz Ist ja echt wunderbar, dass du solche Kommentare schreibst, aber selbst überhaupt keine Ahnung hast. <br>Weißt du, trans Menschen lassen sich nicht operieren, weil sie sich gerne männlich oder weiblich kleiden, sondern weil sie ihre Geschlechtsorgane verabscheuen. <br>Aber du kannst ja gerne irgendwelchen Müll erzählen.;1;;;;;
Danke 😊;0;;;;;
sie*;0;;;;;
@bucket hat 64 ganz klar der;0;;;;;
@Szymon sie;0;;;;;
@bucket hat 64 ich mein Patti heißt in Wirklichkeit Patrick;1;;;;;
frau patty*;0;;;;;
;;;;;;
;;;;;;
Hahahha;0;;;;;
;;;;;;
Hab ich mittlerweile 🤣 lag aber an der Aufregung 😅;0;;;;;
;;;;;;
Vielen lieben dank 😊;0;;;;;
Frau? Jetzt ist es weder eine Frau noch ein Mann jetzt ist es nur ein etwas;0;;;;;
@Lozock HD vielleicht solltest du einfach mal deine Klappe halten, statt über Sachen zu reden, von denen du keine Ahnung hast.;0;;;;;
;;;;;;
;;;;;;
Meine Stimme war immer so :);0;;;;;
;;;;;;
, bitte warte noch mit der OP du bist noch jung du darfst nie vergessen du wirst nie mehr eine richtige Frau sein und wird auch nie ein richtiger Mann werden;1;;;;;
;;;;;;
Thanks 😊;0;;;;;
;;;;;;
Juli Streit danke!! :-);0;;;;;
;;;;;;
Danke 😊;0;;;;;
;;;;;;
Worum es bei einer geschlechtsangleichenden OP als allerletztes geht, ist Täuschung. Vielen geht es von Geburt an so, dass sie sich in ihrem Geschlecht falsch fühlen. Wenn dann die Konsequenzen aus dieser Disharmonie gezogen werden, dann gilt es die Menschen zu stärken, statt sie auf ihr ursprüngliches Geschlecht zu reduzieren.;1;;;;;
"Das man das biologische Geschlecht nachweisen kann ist Fakt. Was aber viele nicht wissen ist, dass es auch einen Unterschied zwischen dem körperlichen und dem im Kopf vorhandenen/&quot;Gefühlsgeschlecht&quot; gibt. Und das Gefühl ist bei jedem Menschen in der Regel ausschlaggebender als das was der Körper sagt, egal um welches Thema es geht. Daran, dass nachgewiesen kann, mit welchem Geschlecht ich auf die Welt gekommen bin, kann ich nichts ändern, aber ich habe die Möglichkeit genutzt, es zu ändern und es war das richtige. Und glaub mir, verstümmelt komme ich mir zu 0% vor.";1;;;;;
Da kann ich dir nur zustimmen;0;;;;;
;;;;;;
;;;;;;
Es geht nicht mal darum, dass ich gefeiert werde! ^^;0;;;;;
;;;;;;
weil sie aufgeregt war;0;;;;;
;;;;;;
Ich heiße Patti-Saoirse, das ist mein Vorname :D;0;;;;;
;;;;;;
;;;;;;
Das ist eine griechische Vorsilbe zur Beschreibung von Potenzen;0;;;;;
;;;;;;
Dankeschön :);0;;;;;
;;;;;;
Wie eine Vagina;0;;;;;
;;;;;;
Sie können nicht feucht werden, entweder man benutzt gleitcreme oder man wartet bis sie ihre Tage hat!;0;;;;;
Wir werden schon feucht, weil die, im Körper verbliebene Prostata natürlich bei Erregung das entsprechende Sekret weiterhin produziert und in die Neovagina abgibt. Nur halt ohne beigemengtem Samen, da ja die Hoden weg sind.<br>Glaub mir, es funktioniert!!!;1;;;;;
;;;;;;
@Marspet hat das top gemacht. Ich hätte mir keinen besseren Reporter wünschen können, der mich auf diesem Weg begleitet!;0;;;;;
Danke Patti für die lieben Worte, freut mich sehr!! :)<br><br>@Youtube Support:<br>Wieso hattest du diesen Eindruck? Und welche peinliche Stille? Es ist ein sehr persönliches Thema, so muss Raum und Zeit für Antworten gelassen werden. Ich war sehr interessiert am Thema und habe Patti diese Zeit gelassen, die sie braucht, ohne sie zu bedrängen.;0;;;;;
;;;;;;
Was hat das mit Quatsch zu tun, außerdem bezahlt das ja nicht das Volk🤦;0;;;;;
;;;;;;
;;;;;;
Was genau ist hier eine Lüge?;0;;;;;
"@reporter Die &quot;Lüge&quot; liegt darin, dass in den Medien und in ganz vielen Selbsthilfegruppen und Foren die massiv vorhandenen Nebenwirkungen und Komplikationen nicht thematisiert werden. Und hier geht&#39;s um echte Schicksale, wie z.B. ein lebenslanger künstlicher Darmausgang, lebenslange Schmerzen, vollständiger Verlust der Libido, etc.<br>Die &quot;Lüge&quot; liegt im Verschweigen!!!";0;;;;;
Dankeschön! :D Das blinzeln ist leider ein Tick :D;0;;;;;
;;;;;;
Lisa D. macht dich das geil;0;;;;;
Sie war immer ein Mädchen, war nur im falschen Körper;1;;;;;
;;;;;;
;;;;;;
"Amputation wegen fraglicher Diagnose? Weil  Patient  Werner  S.  von  seinen  langjährig  behandelten  Fachärzten  nicht  die gewünschte  Diagnose  gestellt  bekam,  wechselte  er  zu  Fachspezialisten,  die  dazu bereit  waren.  Die  dramatischen  Folgen  dieser  fraglichen  Diagnosestellung  sind eine  folgenschwere  Amputation  und  massive  Selbstvorwürfe.<br><br>... soo kann&#39;s auch ausgehen :-(";0;;;;;
Oh wann ist den deine OP? Wir drücken dir die Daumen und hoffen, dass alles gut gehen wird!;0;;;;;
;;;;;;
Deine Transphobie ist wirklich unerträglich....ich wünsch dir mal einen Tag Trans* zu sein. Wenn du das überlebt hast, dann überdenke noch mal deinen Kommentar.;1;;;;;
"@Les Fleurs du Mal Ich finde diesen Text nicht automatisch transphobisch, sonder einfach nur auch einen Aspekt beschreibend, der tatsächlich auch genau so zu beobachten ist.<br>Nicht alle Trans-Menschen sind &quot;unantastbar heilig&quot;, sie sind und bleiben Menschen wie du und ich ... mit Stärken und Schwächen.<br>Das Wörtchen TRANSPHOBIE ist in der Trans-Community oftmals sehr schnell bei der Hand. Schade, weil Killerphrasen prinzipiell dem Dialog schaden.";1;;;;;
;;;;;;
Lol mit Peter Griffin Bild😂😂👍;0;;;;;
;;;;;;
;;;;;;
Valentina Steinhoff Da war es auch noch sehr kalt draußen. Diesmal saßen wir eine Zeit lang in der Sonne. :-);0;;;;;
;;;;;;
;;;;;;
;;;;;;
Dankeschön :D;0;;;;;
;;;;;;
Genau, warum musst du so rassistisch sein;0;;;;;
Haha, diesmal war ich ja schon geschminkt ^^ Dankeschön :D;0;;;;;
"schiggodilaggi du verstehst ihre Nöte ...soso.... Dann frage dich mal, was wäre wenn sie diese Möglichkeiten nicht wahrnehmen würde , sie könnte daran so kaputt gehen , dass sie es vorzieht , nicht mehr leben zu wollen , weil sie dieses 24/7 eingesperrt im falschen Körper Gefühl nicht länger erträgt. Wäre das eine bessere Lösung , als zu sagen , &quot; kann ich verstehen , aber &quot; ? Und nein , dieses Gefühl kann man nicht weg therapieren. Jede Krankenkasse hat auf alle anderen Erkrankungen umgelegt so wenig Transsexuelle , so dass die Kosten da keinen riesen Posten auffressen .";1;;;;;
Dankeschön :D;0;;;;;
@Patti-Saoirse habe eine Schwester bekommen  ( viele jahre her) ich lieeebe sie sooo sehr.;0;;;;;
Hihi - ich heisse auch pati / ohne 2 t <br>Du bist super. Ich wünsche dir alles Glück der welt.;0;;;;;
gute Besserung;0;;;;;
Niklas braucht der arme Niklas nen Hustensaft ? Taschentücher ? Bücher zum informieren ? Einen Arzt ? Komm schon, ist alles in greifbarer Nähe, bemühen ist allerdings Dein Part;0;;;;;
Yaq Es war mir nicht unangenehm. Wieso auch? Als Reporter bin ich offen und interessiert an den Themen, über die ich berichten möchte. Nur so kann ich mich an ein Thema wagen.;0;;;;;
Lieben Dank! :D;0;;;;;
Dankeschön :D;0;;;;;
"Danke iam_lumen für deine Kritik. Genau die Fragen haben wir aber in einem unserer Videos an Noah gestellt: <a href=""https://www.youtube.com/watch?v=DEgVsuzcc6g&amp;list=PL61w0Jn4iGnAkBc0lxen-rhdCKhTEs646&amp;t=1s&amp;index=6"">https://www.youtube.com/watch?v=DEgVsuzcc6g&amp;list=PL61w0Jn4iGnAkBc0lxen-rhdCKhTEs646&amp;t=1s&amp;index=6</a>";0;;;;;
"Ich hatte kein Problem damit, die Fragen zu beantworten. Ich habe Marspet gesagt, dass er alle Fragen stellen darf, die im einfallen, falls es eine gibt, die ich nicht beantworten möchte, dann sag ich ihm das und das ist auch so eingetreten. Marspet war sehr einfühlsam und hat sich Mühe gegeben, keine &quot;blöden&quot; Fragen zu stellen.";0;;;;;
Wie die jedes anderen Menschens auch!;0;;;;;
Patti-Saoirse kannst du deine Aussage belegen? Hast du entsprechende Statistiken parat? worauf beziehst du dich?;0;;;;;
Es gibt keinen Grund, weswegen die Lebenserwartung anders sein sollte!;0;;;;;
So lange werden solche OPs ja auch noch nicht gemacht... Da kann man dovh nicht wissen wie lang die Lebenserwartung ist.;1;;;;;
Gibt darüber keine Studien, ob Transmenschen länger gleich oder kürzer leben ist wissenschaftlich nicht belegbar.;1;;;;;
Und jeder hat das Recht eine Meinung auch zu kritisieren.;0;;;;;
Tina! Das scheinen viele hier nicht so zu sehen...;0;;;;;
Dann hoffe ich mal, dass Du nicht auch einer von denen bist, die diskriminierende Äußerungen, Verleumdungen und Drohungen bis hin zu offenen Aufrufen zur Gewalt nicht mit legitimierter Meinungsäußerung verwechseln ...;0;;;;;
"Tina! <br>Ich bezweifle stark, dass hier Leuten mit Gewalt gedroht wird.<br><br>Auch kommt das jetzt darauf an, was du als Diskriminierung verstehst.<br>Wenn man diese &quot;Gender&quot;-Schau einfach nur ablehnt, da ihr jegliche wissenschaftliche oder menschliche Begründung abgeht, ist das noch lange keine Diskriminierung.";1;;;;;
"&quot;da ihr jegliche wissenschaftliche oder menschliche Begründung abgeht,&quot;<br><br>Hast natürlich Recht, dies ist keine Diskriminierung, sondern nur eine durch heiße Luft herausgetrötete Einzelmeinung, der, wie sagtest Du? Jegliche wissenschaftliche UND menschliche Begründung abgeht.<br><br>Hast Du Medizin oder Psychologie studiert, um Dir da ein Urteil anmaßen zu können? Hast Du jemals persönlich mit Betroffenen gesprochen?<br><br>&quot;Wenn man diese &quot;Gender&quot;-Schau einfach nur ablehnt&quot;<br>Ja genau Genderschau. Ist ja alles nur so ein &quot;Modeding&quot;, weil es gerade &quot;so angesagt&quot; ist, oder? <br>Hast Du überhaupt nur die geringste Ahnung, wie sich Verzweiflung anfühlt? Schlaflose Nächte?<br>Der zum Teil jahrzehntelange innerliche Kampf, bei dem man versucht, dieses Gefühl zu verdrängen und versucht, der gesellschaftlichen Norm zu entsprechen? Man das ständige Gefühl hat, sein innerstes verbergen zu müssen, damit nur niemand etwas merkt? Wenn man sich lieber isoliert, als das ständige Gefühl zu haben seine Mitmenschen eigentlich zu belügen?<br><br>Wie es verletzt, wenn man hört, dass sowas ja &quot;ekelhaft&quot;, &quot;unnatürlich&quot;, &quot;pervers&quot;, &quot;gegen Gottes Plan&quot; oder gar &quot;des Satans&quot; ist? <br>Da entsteht nämlich Gewalt! Denn solche verbale Stimmungsmache führt bei einfach gestrickten Geistern zu realen physischen Übergriffen auf der Straße! Begreifst Du das?<br>Deshalb sollte sich jeder genau der Verantwortung bewusst sein, was er da anonym ins Netz trötet.<br><br>Und glaube mir, ich habe schon oft Sätze gelesen, dass man alle töten müsse, vornehmlich aus rechtsradikaler, erzkonservativer oder religiös verbrämter Ecke. <br>Die werden zum Glück natürlich (diese gemeine Zensur aber auch) schnell gelöscht! <br>Oder sollen die lieber stehen bleiben?<br><br>Übrigens:<br>&quot;An alle Anti-Demokraten unter uns, die sich beschweren, dass es Leute gibt, denen das hier nicht gefällt: Reder hat das Recht, ...&quot;<br>Ist Dir eigentlich schon selbst Dein Widerspruch in diesem Satz aufgefallen?<br><br>Sich über anderer Leute Meinung auch &quot;zu beschweren&quot; (oder darauf mit einem Kommentar zu antworten) ist ja eben auch genau DAS Recht, seine Meinung frei äußern zu können und deshalb nun gerade nicht &quot;Anti-Demokratisch&quot;, wie Du das so schön nennst. Ne?<br><br>Achja: Oft wird ja schwadroniert, dass die ja nur in Therapie gehen müssen, usw: <br>Hast DU da etwa die Lösung, nach der Wissenschaftler und Psychologen seit nun gut 100 Jahren suchen und nicht finden? Oder bist Du vielleicht auch der Ansicht, dass Betroffene lieber ihr Leben lang unglücklich sein sollten, nur damit das Weltbild einiger Intoleranzler nicht beschädigt wird?";1;;;;;
"Ich muss etwas nicht studiert haben, um mir eine Meinung darüber zu bilden, oder ist das heute einfach so, dass man keine Meinung mehr zu irgendwas haben darf, nur weil man es nicht studiert hat.<br>Mal eine Frage: Hast du diese Dinge studiert? Nach deiner Logik, Ja, da du dir sonst auch keine Meinung darüber bilden dürfstes...<br><br>Auch ist es Fakt, dass diese plötzlichen Geschlechtsumwandlungen aus unserer Zeit stammen und sie heute auch vermehrter auftreten, da es mehr Leute machen und es von den Medien glorifiziert wird, was der Definition eines &quot;Trendes&quot; entspricht.<br>Sicher ist es für die Wenigen, welche wirklich unter einer Körperlichen Behinderung/Mutation der Geschlechtsorgane leiden (z.B. Zwitter) eine große Belastung, auch da ihr Leiden von (körperlich) gesunden Leuten, welche sich aus reiner Verblendung zu einem anderen Geschlecht bekennen, was sie aber eindeutig nicht sind und auch nie sein können, beschmutzt wird und ins Lächerliche gezogen wird.<br><br>Dass das unnatürlich ist, steht aber außer Frage und nur, weil ich die Gefühle von einzelnen Schneeflocken nicht verletzen soll, werde ich nicht Lügen und sagen: &quot;Ja, das ist ganz normal&quot; oder gar &quot;natürlich&quot;, da es eben nichts weiter als Lügen sind. Und was ist deiner Meinung nach pervers, wenn nicht ein Mann, der sich als Frau ausgibt?<br><br>Und natürlich. Jetzt wird wieder alles auf die bösen Rechten geschoben. Weißt du, wie oft ich schon Sätze, wie &quot;Tötet alle Deutschen&quot; oder gar &quot;Bomber Harris do it again&quot; gelesen habe? Doch leider werden solche Kommentare nicht gelöscht und werden sogar noch von der Regierung(Grüne/Linke/SPD) gefördert, genauso wie durch solche Kommentare.<br>Von der faschistischen Antifa will ich gar nicht erst reden...<br><br>Das ist nicht was ich meine. Ich meine damit die Anti-Demokraten, welche mir genau diese Freiheit nehmen wollen und mir, aus angeblicher Rücksicht vor diesen Leuten, die meinung verbieten wollen. Das selbe was du auch tatest, indem du mir unterschwellig Worte wie &quot;unnatürlich&quot; verbieten wolltest, obwohl das eben nun mal die Wahrheit ist. man kann niemandem die Wahrheit verbieten, auch wenn sie Weh tut.<br><br>Du sprichtst gerade so, als ob auch nur mehr als 2% der Bevölkerung daran glaubt, dass man sein Geschlecht wechseln kann...<br>Es hat nichts mit Toleranz zu tun, wenn einige Spinner ihre Fantasien ausleben.<br>In zehn Jahren werden die gleichen Forderungen für Pädophile und Sodomisten laut werden und die linke Propagandamaschine wird genau das selbe sagen, nämlich dass man nichts dagegen sagen darf, da es ja einige Menschen gibt, welche sich ja dadurch beleidigt fühlen könnten und jeder, der das trotzdem tut, ist ein Nazi und intollerant.<br>Hätte man die selben Forderungen vor fünf jahren gestellt, wäre man ausgelacht worden.<br>Das selbe mit vor zehn jahren mit den Schwulen.";;;;;;
"Nur noch ein, zwei Sätze zu Dir, Ich merke woher Dein Wind weht .. hast sogar noch die Frechheit, Sodomie und Pädophilie zu nennen, gehst auch mit keinem Wort auf die Gefühle ein, die man hat. Ich denke es liegt eine Gefühlsbehinderung vor.<br>Ob ich das studiert habe? Woher ich diese Dinge weiß? Weil ich sie gerade selbst erlebe, Du Honk!<br><br>Und da ich merke, dass Du auch überhaupt kein Interesse hast, zu erfahren, was man wirklich erlebt und wie man sich fühlt, lieber noch Bomber Harris und die Antifa ins Spiel bringen willst, beende ich diesen ach so &quot;Anti-Demokratischen&quot; Dialog. <br><br>Noch eine Frage: <br>Warum flennen eigentlich die, die immer am meisten auf die Kacke hauen dann rum, wenn man ihnen widerspricht, nach dem Motto: &quot;Mama, Mama! Die reagieren ganz böse auf meine Hasskommentare?&quot;";0;;;;;
Musst nicht gleich beleidigend werden, wenn du mit der Wahrheit konfrontiert wirst...;0;;;;;
Oder was Du für die Wahrheit hältst ...;0;;;;;
"Mit &quot;Der größte&quot; ist die größte Größe von den Dehnungstiften gemeint ^^";0;;;;;
Danke :);0;;;;;
Vielen lieben Dank! :D;0;;;;;
Showever Ja stimme ich dir zu, du bist ein absolut ekelhafter und unterbelichteter Mensch!;0;;;;;
Das war an showever.  .....😈;0;;;;;
;;;;;;
;;;;;;
Allah schämt sich für deinen Hass, Paradise kannst du jedenfalls vergessen! Von wegen gläubiger Moslem, du verstößt mit deinen Hass gegen den Islam!;0;;;;;
Jeff Baba  Benutz lieber mal nicht Profilbilder von Youtubern die man kennt... Traurig bist du!;0;;;;;
Aline yolo was redest du für ein scheiß man is des jetz verboten oder was;0;;;;;
DoktorTrask wo Verstoß ich den bitte?<br>Soll jeder lieben wen er möchte, aber sich durch irgendwelche Operationen und künstliche Medikamente die man  sein leben lang schlucken muss, zu einem anderen Geschlecht umzuwandeln, ist gegen die Natur des Menschen. Das ist meine Meinung.;1;;;;;
Jeff Baba Rechtlich gesehen ja, aber das ist egal ich finds nur traurig Portraits von anderen als eigenes Profilbild zu nutzen.;0;;;;;
Jeff Baba Ist also eine Chemotherapie zu machen um die Krebszellen zu zerstören auch gegen die Natur? Die Natur würde ja dann den Tod bedeuten?;0;;;;;
Aline yolo ach junge so ein schwachsinn der eine hat von naruto ein bild der andere von Ronaldo. Ich hab halt des weil ich es lustig find man. Versteh dein Problem garnich;0;;;;;
Aline yolo Ne eben nicht weil das ein Menschenleben retten soll wie eine Organtransplantation z.B. , aber nur weil man denkt das man jemand anders ist sich so zu verwandeln find ich einfach nicht natürlich.;0;;;;;
Jeff Baba Eine Transition rettet auch leben, da für Transgender ein Leben im biologischen Körper nicht lebenswert ist und praktisch alle die Abkürzung ins Grab nehmen als so weiterleben zu müssen, da verstehe ich dein Problem mit deinem unnatürlich nicht...;1;;;;;
Aline yolo wie kommst du aif praktisch alle. Ich hab noch nie davon gehört, dass einer Suizid begangen hat weil er im „falschen körper“ war;0;;;;;
;;;;;;
;;;;;;
;;;;;;
Carlyshey weil sie eine Frau ist 😮😮😮;0;;;;;
Someone Is Me <br>Sie ist eigentlich ein Mann aber hat sich um operieren lassen zur einer Frau!;1;;;;;
Ich bin eine Frau.;0;;;;;
;;;;;;
Patti-Saoirse :D;0;;;;;
;;;;;;
Danke! :D;0;;;;;
;;;;;;
;;;;;;
Sie ist nervös, manche Leute haben das dann.;0;;;;;
;;;;;;
Ja man kann zum Höhepunkt kommen, es ist sogar möglich das man eine OP machen kann die die Neovagina genauso feucht hält wie eine echte, leider machen das hier nur drei Ärzte, alle anderen nicht und da ist dann leider Gel nötig, ohne kann es ziemlich weh tun. Kassen zahlen die bessere Version hier auch meist nicht obwohl diese nicht viel teurer ist und für die Leute natürlich besser. In Asien ist diese Version der OP mittlerweile ganz normal. Beim Thema TG ist Deutschland leider immer noch Drittwelt, auch bei der Medizin, deshalb gehen ja auch so viele nach Thailand, der Glaube das die Leute das wegen den Geld machen ist leider ein falscher denn das hier kostet dann viel Geld, geht man nach Thailand muss man alles selber zahlen, aber die mittlerweile teils famosen Ergebnisse und das nicht nur Unten herum rechtfertigen diese Kosten auf alle Fälle. In dem Bereich hat Thailand die weltweit besten Ärzte, danach kommt die USA aber die Kosten und Behördlichen Hürden sind zu hoch aber immer noch deutlich niedriger als bei uns.;1;;;;;
"sweetycat3 ein Orgasmus isr möglich, aber ich glaube, dass sie nicht feucht werden kann wie eine biologische Frau. Wenn auch alles gut gegangen ist bei der OP, spürt sie dort auch etwas. Leider kann ich dir nicht sagen, ob sich das jetzt genau wie bei einer biologischen Frau anfühlt. <br>und was ist fpr dich denn eigentlich eine &quot;echte Frau&quot;?";1;;;;;
Die Frage ist, ob die Prostata entfernt wurde...;1;;;;;
;;;;;;
Wo? :-O War doch immer Marspet...;0;;;;;
War ich wirklich!! :((;0;;;;;
;;;;;;
Wieso setzt du sie und ihr in Anführungszeichen?;1;;;;;
Das Blinzen kommt dadurch das sie sehr nervös ist, sie weiß ja wie viele in unserer ach so tollen Gesellschaft drauf sind und sie zeigt sich ja hier sehr öffentlich. Jeder wil seine Ruhe aber wenn man andere fertig machen kann, ja dann sind viel zu viele Gewehr bei Fuss.;0;;;;;
Ich zbsp. ekel mich vor Schmatzgeräuschen, auch beim sprechen , ich weiß aber das es viele nicht absichtlich machen, jemanden deshalb anzuklagen und zu kränken käme mir aber nie in den Sinn.;0;;;;;
Ich will sie damit ja nicht beleidigen ich finde es ja toll das sie sich so offen zeigt und so viel Mut zeigt. Ich meinte nur das ich bei so etwas sehr sehr nervös werde ich kanns mir nich erklären aber ja😅🙈;0;;;;;
Marspet weil sie als junge auf die Welt kam <br>Aber ich akzeptiere natürlich ihre Entscheidung und bin auch stolz auf sie. Sie lässt sich nicht unter kriegen und macht das was ihr gefällt.;0;;;;;
;;;;;;
"Über die Zeit vor der OP haben wir in unserer ersten Reportage gesprochen :) Hier: <a href=""https://www.youtube.com/watch?v=ZnGdC4f_77E&amp;t=19s&amp;frags=pl%2Cwn"">https://www.youtube.com/watch?v=ZnGdC4f_77E&amp;t=19s&amp;frags=pl%2Cwn</a>";0;;;;;
Da muss manjaber auch aufpassen wie man fragt, die meisten werden es dir erzählen aber viele haben eine furchtbare Leidensgeschichte hinter sich, darüber zu reden ist echt nicht leicht.;0;;;;;
;;;;;;
Malphas es geht ums sichtbare !!;0;;;;;
;;;;;;
Krankenkasse (sprich die Allgemeinheit);0;;;;;
;;;;;;
Welch Ehrenmann;0;;;;;
Sie*;0;;;;;
sie.;0;;;;;
Was musst du für Probleme haben, dass du zu dumm bist um zu verstehen, dass sie eine Frau ist...;1;;;;;
;;;;;;
"It&#39;s Yah Boi geändert ? Es geht hier nicht um eine Veränderung im Chromosomen Satz, das ist unmöglich. Was aber möglich ist , ist eine Geschlechts Angleichung . Und wenn die medizinisch wie juristisch vollzogen ist, ist dem ganz einfach so .";1;;;;;
;;;;;;
;;;;;;
;;;;;;
Eveline Rapold Dazu müsste sie eine Gebärmutter haben.;0;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
Dann bist Du mit geschlossenen Augen gereist.;0;;;;;
Ich helfe dir mal auf die Sprünge, in der Schweiz, Österreich, Frankreich und USA findest du reichlich Transgender die offen leben, dann in Thailand, Pakistan etc. gibt es sie ebenfalls. Wenn du es mir nicht glaubst es gibt auf Youtube Dokus über Thailand und Pakistan zum Thema Transgender.;1;;;;;
;;;;;;
;;;;;;
Soul Takaya danke 😊😊;0;;;;;
;;;;;;
Danke :D;0;;;;;
;;;;;;
;;;;;;
Danke!!;0;;;;;
;;;;;;
;;;;;;
;;;;;;
Gaming Zentrale danke 😊;0;;;;;
;;;;;;
"Danke für den Hinweis. Grundsätzlich ist Patti so präsent in den Kommentaren hier, dass ihr Kanal eigentlich recht einfach auffindbar ist. Aber hier nochmal gerne der Link zu ihrem Kanal: <a href=""https://www.youtube.com/channel/UCIQORnWzH9UroN-_5ICshHw"">https://www.youtube.com/channel/UCIQORnWzH9UroN-_5ICshHw</a>";0;;;;;
reporter Danke 😊;0;;;;;
;;;;;;
;;;;;;
"NICE GUY ja darf man nicht nur sondern muss man auch ;)";0;;;;;
Könnte ja auch noch als „nicht definiert“ oder „transgender“ ansehen, da sie ja ein geborener Junge ist.;1;;;;;
;;;;;;
;;;;;;
;;;;;;
FanTAEstic ! Danke 😊;0;;;;;
Danke :D;0;;;;;
;;;;;;
Bordbabe Besi danke 😊;0;;;;;
;;;;;;
Nina Miep Nichts sie wird von der Krankenkasse bezahlt wenn die Person bestätigen kann, dass sie trans ist.;1;;;;;
Wo kann man das nachlesen? ich kann nicht glauben, dass die krankenkasse das voll bezahlt. ist ja keine krankheit, wo eine op notwendig ist;0;;;;;
